TimeInterval,Function,HitCount,Percentage,Time(ms),Time/Hit
7,b2PolygonShape::RayCast,3,0.0015,0.5472,0.1824
7,GetClientRect,2,0.001,0.4387,0.21935
7,ZwWaitForSingleObject,2,0.001,0.2228,0.1114
7,ZwSetEvent,2,0.001,0.1208,0.0604
7,LoadOrtho2DMatrix,2,0.001,0.4073,0.20365
7,b2PolygonShape::ComputeDistance,2,0.001,0.1794,0.0897
7,RtlQueryPerformanceCounter,2,0.001,0.4093,0.20465
7,computeTag,2,0.001,0.3221,0.16105
7,b2Min<float>,2,0.001,0.3505,0.17525
7,std::less<void>::operator()<b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &>,1,0.0005,0.1585,0.1585
7,operator*,1,0.0005,0.0529,0.0529
7,RtlFindActivationContextSectionString,1,0.0005,0.1935,0.1935
7,`b2ParticleSystem::UpdateBodyContacts'::`2'::UpdateBodyContactsCallback::ReportFixtureAndParticle,1,0.0005,0.059,0.059
7,NtUserWindowFromDC,1,0.0005,0.1557,0.1557
7,operator<,1,0.0005,0.1537,0.1537
7,b2RayCastOutput::b2RayCastOutput,1,0.0005,0.1044,0.1044
7,NtUserMessageCall,1,0.0005,0.0706,0.0706
7,IsWindow,1,0.0005,0.0926,0.0926
7,std::_Partition_by_median_guess_unchecked<int *std::_Ref_fn<`anonymous namespace'::ExpirationTimeComparator> >,1,0.0005,0.2562,0.2562
7,NtGdiGetDCDword,1,0.0005,0.1738,0.1738
7,NtGdiGetTransform,1,0.0005,0.2075,0.2075
7,b2ParticleSystem::ComputeWeight,1,0.0005,0.0529,0.0529
7,b2ParticleSystem::AddContact,1,0.0005,0.0678,0.0678
7,std::_Debug_lt_pred<std::_Ref_fn<`anonymous namespace'::ExpirationTimeComparator> &int &int &0>,1,0.0005,0.1968,0.1968
7,std::_Med3_unchecked<int *std::_Ref_fn<`anonymous namespace'::ExpirationTimeComparator> >,1,0.0005,0.1239,0.1239
7,b2ParticleSystem::SetStrictContactCheck,1,0.0005,0.2036,0.2036
7,std::iter_swap<int *int *>,1,0.0005,0.1375,0.1375
7,b2ParticleSystem::SolvePressure,1,0.0005,0.3935,0.3935
7,std::_Debug_lt_pred<std::less<void> &b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &0>,1,0.0005,0.1784,0.1784
7,b2Vec2::b2Vec2,1,0.0005,0.0642,0.0642
7,b2ParticleSystem::Solve,1,0.0005,0.2004,0.2004
7,operator-,1,0.0005,0.1484,0.1484
7,NtUserPeekMessage,1,0.0005,0.2012,0.2012
7,LdrGetProcedureAddressForCaller,1,0.0005,0.1163,0.1163
7,GLUI_Master_Object::get_viewport_area,1,0.0005,0.1467,0.1467
7,std::_Insertion_sort_unchecked<b2ParticleSystem::Proxy *std::less<void> >,1,0.0005,0.2017,0.2017
7,_RTC_CheckStackVars,1,0.0005,0.2015,0.2015
7,NtUserReleaseDC,1,0.0005,0.0849,0.0849
8,NtUserMsgWaitForMultipleObjectsEx,378,0.189,59.2624,0.156779
8,NtQueryInformationThread,71,0.0355,5.6761,0.0799451
8,`anonymous namespace'::ExpirationTimeComparator::operator(),10,0.005,1.3529,0.13529
8,NtUserGetKeyState,4,0.002,0.2419,0.060475
8,NtUserGetDC,4,0.002,0.4332,0.1083
8,b2Vec2::b2Vec2,4,0.002,0.3828,0.0957
8,RtlQueryPerformanceCounter,3,0.0015,0.6254,0.208467
8,TestMain::SimulationLoop,2,0.001,0.3225,0.16125
8,b2ParticleContact::GetWeight,2,0.001,0.2285,0.11425
8,NtDelayExecution,2,0.001,0.1245,0.06225
8,operator-,2,0.001,0.269,0.1345
8,b2ParticleSystem::SolvePressure,2,0.001,0.2169,0.10845
8,NtGdiGetTransform,2,0.001,0.19,0.095
8,_RTC_CheckStackVars,2,0.001,0.2449,0.12245
8,std::_Ref_fn<`anonymous namespace'::ExpirationTimeComparator>::operator()<int &int &>,1,0.0005,0.1484,0.1484
8,computeTag,1,0.0005,0.0849,0.0849
8,NtGdiGetDCDword,1,0.0005,0.1052,0.1052
8,fgPlatformGlutGet,1,0.0005,0.0418,0.0418
8,glLoadIdentity,1,0.0005,0.1845,0.1845
8,`b2ParticleSystem::SolveCollision'::`2'::SolveCollisionCallback::ReportFixtureAndParticle,1,0.0005,0.0365,0.0365
8,b2ParticleSystem::GetRadius,1,0.0005,0.127,0.127
8,std::forward<int &>,1,0.0005,0.1515,0.1515
8,std::_Partition_by_median_guess_unchecked<int *std::_Ref_fn<`anonymous namespace'::ExpirationTimeComparator> >,1,0.0005,0.052,0.052
8,ZwWaitForSingleObject,1,0.0005,0.1505,0.1505
8,b2ParticleSystem::SolveLifetimes,1,0.0005,0.1542,0.1542
8,b2ParticleSystem::SolveCollision,1,0.0005,0.1582,0.1582
8,computeRelativeTag,1,0.0005,0.1513,0.1513
8,_p__commode,1,0.0005,0.0545,0.0545
8,NtGdiGetRandomRgn,1,0.0005,0.1085,0.1085
8,b2Timer::b2Timer,1,0.0005,0.046,0.046
8,fgSetWindow,1,0.0005,0.1305,0.1305
8,`b2ParticleSystem::UpdateBodyContacts'::`2'::UpdateBodyContactsCallback::ReportFixtureAndParticle,1,0.0005,0.0696,0.0696
8,operator+,1,0.0005,0.0488,0.0488
8,b2Max,1,0.0005,0.1748,0.1748
8,b2Vec2::operator+=,1,0.0005,0.1356,0.1356
8,ReleaseDC,1,0.0005,0.0996,0.0996
8,b2Draw::SetFlags,1,0.0005,0.2102,0.2102
8,b2MulT,1,0.0005,0.0879,0.0879
8,b2ParticleSystem::FindContacts_Reference,1,0.0005,0.0961,0.0961
8,ILT+9395(??$forwardAEAHstdYAAEAHAEAHZ),1,0.0005,0.1404,0.1404
8,RtlFindActivationContextSectionString,1,0.0005,0.0758,0.0758
8,b2PolygonShape::ComputeDistance,1,0.0005,0.0797,0.0797
8,InitOnceExecuteOnce,1,0.0005,0.0351,0.0351
8,NtUserGetMessage,1,0.0005,0.0566,0.0566
8,b2PolygonShape::RayCast,1,0.0005,0.0457,0.0457
8,std::_Insertion_sort_unchecked<b2ParticleSystem::Proxy *std::less<void> >,1,0.0005,0.1445,0.1445
9,NtUserMsgWaitForMultipleObjectsEx,363,0.1815,53.4824,0.147334
9,NtQueryInformationThread,84,0.042,5.848,0.069619
9,`anonymous namespace'::ExpirationTimeComparator::operator(),9,0.0045,0.8463,0.0940333
9,NtDelayExecution,4,0.002,0.3008,0.0752
9,b2Vec2::b2Vec2,4,0.002,0.3444,0.0861
9,b2ParticleContact::GetWeight,4,0.002,0.3978,0.09945
9,operator-,3,0.0015,0.3257,0.108567
9,`b2ParticleSystem::UpdateBodyContacts'::`2'::UpdateBodyContactsCallback::ReportFixtureAndParticle,3,0.0015,0.2971,0.0990333
9,std::swap<int0>,2,0.001,0.2401,0.12005
9,ZwWaitForSingleObject,2,0.001,0.1162,0.0581
9,operator<,2,0.001,0.2282,0.1141
9,std::_Debug_lt_pred<std::_Ref_fn<`anonymous namespace'::ExpirationTimeComparator> &int &int &0>,2,0.001,0.3359,0.16795
9,b2Vec2::operator+=,2,0.001,0.3283,0.16415
9,b2ParticleSystem::AddContact,2,0.001,0.1625,0.08125
9,_CxxUnregisterExceptionObject,1,0.0005,0.0864,0.0864
9,b2ParticleSystem::SolveCollision,1,0.0005,0.1111,0.1111
9,b2PolygonShape::GetChildCount,1,0.0005,0.0908,0.0908
9,b2Min<float>,1,0.0005,0.0951,0.0951
9,NtUserGetDC,1,0.0005,0.1246,0.1246
9,b2ParticleContact::GetIndexB,1,0.0005,0.041,0.041
9,b2Max<float>,1,0.0005,0.1807,0.1807
9,NtUserWindowFromDC,1,0.0005,0.1751,0.1751
9,b2Vec2::Set,1,0.0005,0.0512,0.0512
9,b2Draw::SetFlags,1,0.0005,0.2199,0.2199
9,b2World::Step,1,0.0005,0.1382,0.1382
9,b2ParticleSystem::SolvePressure,1,0.0005,0.1018,0.1018
9,sqrtf,1,0.0005,0.1045,0.1045
9,DrvValidateVersion,1,0.0005,0.0959,0.0959
9,b2Dot,1,0.0005,0.1833,0.1833
9,b2Vec2::operator-=,1,0.0005,0.158,0.158
9,std::_Partition_by_median_guess_unchecked<b2ParticleSystem::Proxy *std::less<void> >,1,0.0005,0.1096,0.1096
9,std::less<void>::operator()<b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &>,1,0.0005,0.1582,0.1582
9,glPixelStorei,1,0.0005,0.0675,0.0675
9,std::_Adl_verify_range<b2ParticleSystem::Proxy const *b2ParticleSystem::Proxy const *>,1,0.0005,0.0862,0.0862
9,RtlQueryPerformanceCounter,1,0.0005,0.2217,0.2217
9,operator*,1,0.0005,0.1824,0.1824
9,b2ParticleSystem::ComputeWeight,1,0.0005,0.1419,0.1419
9,b2ParticleSystem::InsideBoundsEnumerator::GetNext,1,0.0005,0.1527,0.1527
9,b2ParticleContact::SetWeight,1,0.0005,0.0774,0.0774
9,b2ParticleSystem::SolveDamping,1,0.0005,0.0564,0.0564
9,std::move<b2ParticleSystem::Proxy &>,1,0.0005,0.1096,0.1096
9,GetWindowTextW,1,0.0005,0.1247,0.1247
9,b2InvSqrt,1,0.0005,0.0572,0.0572
9,NtUserReleaseDC,1,0.0005,0.0569,0.0569
9,ILT+9395(??$forwardAEAHstdYAAEAHAEAHZ),1,0.0005,0.0758,0.0758
10,NtUserMsgWaitForMultipleObjectsEx,313,0.1565,41.3204,0.132014
10,NtQueryInformationThread,105,0.0525,7.5194,0.0716133
10,NtUserGetMessage,9,0.0045,0.8584,0.0953778
10,`anonymous namespace'::ExpirationTimeComparator::operator(),9,0.0045,1.0121,0.112456
10,b2Vec2::b2Vec2,8,0.004,0.5231,0.0653875
10,operator-,5,0.0025,0.381,0.0762
10,NtUserGetKeyState,5,0.0025,0.3378,0.06756
10,b2ParticleSystem::AddContact,4,0.002,0.3529,0.088225
10,NtUserPeekMessage,3,0.0015,0.2153,0.0717667
10,b2ParticleSystem::InsideBoundsEnumerator::GetNext,3,0.0015,0.2455,0.0818333
10,b2ParticleContact::GetWeight,2,0.001,0.1314,0.0657
10,ZwWaitForSingleObject,2,0.001,0.1583,0.07915
10,b2InvSqrt,2,0.001,0.2569,0.12845
10,b2Dot,2,0.001,0.1356,0.0678
10,b2ParticleSystem::SolvePressure,2,0.001,0.2381,0.11905
10,std::_Ref_fn<`anonymous namespace'::ExpirationTimeComparator>::operator()<int &int &>,2,0.001,0.141,0.0705
10,b2ParticleSystem::ComputeAABB,2,0.001,0.3042,0.1521
10,ILT+16680(_RTC_CheckStackVars),1,0.0005,0.1268,0.1268
10,_CxxUnregisterExceptionObject,1,0.0005,0.0944,0.0944
10,std::less<void>::operator()<b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &>,1,0.0005,0.0339,0.0339
10,b2Fixture::ComputeDistance,1,0.0005,0.0783,0.0783
10,RtlAcquireSRWLockExclusive,1,0.0005,0.0828,0.0828
10,NtUserIsTopLevelWindow,1,0.0005,0.1313,0.1313
10,NtUserGetDC,1,0.0005,0.0933,0.0933
10,std::forward<int * &>,1,0.0005,0.0933,0.0933
10,RtlQueryPerformanceCounter,1,0.0005,0.1352,0.1352
10,NtUserMessageCall,1,0.0005,0.2414,0.2414
10,b2World::Solve,1,0.0005,0.0591,0.0591
10,NtGdiGetRandomRgn,1,0.0005,0.1016,0.1016
10,NtDelayExecution,1,0.0005,0.0922,0.0922
10,b2Body::GetMass,1,0.0005,0.1757,0.1757
10,b2ParticleSystem::Solve,1,0.0005,0.1864,0.1864
10,b2ParticleSystem::SetStrictContactCheck,1,0.0005,0.1476,0.1476
10,ILT+18320(?GetIndexBb2ParticleContactQEBAHXZ),1,0.0005,0.164,0.164
10,std::lower_bound<b2ParticleSystem::Proxy const *unsigned intstd::less<void> >,1,0.0005,0.1343,0.1343
10,GetObjectType,1,0.0005,0.031,0.031
10,NtGdiGetDCDword,1,0.0005,0.0845,0.0845
10,b2Min<float>,1,0.0005,0.0525,0.0525
10,NtGdiGetTransform,1,0.0005,0.2046,0.2046
10,b2ParticleSystem::SolveDamping,1,0.0005,0.0425,0.0425
10,NtCallbackReturn,1,0.0005,0.0677,0.0677
10,std::_Prev_iter<b2ParticleSystem::Proxy *>,1,0.0005,0.0794,0.0794
10,b2ParticleSystem::SolveCollision,1,0.0005,0.08,0.08
10,NtUserIsNonClientDpiScalingEnabled,1,0.0005,0.0577,0.0577
10,NtUserSetCursor,1,0.0005,0.0839,0.0839
10,b2ParticleSystem::ComputeWeight,1,0.0005,0.0717,0.0717
10,b2ParticleContact::SetNormal,1,0.0005,0.0597,0.0597
10,b2PolygonShape::RayCast,1,0.0005,0.0693,0.0693
10,b2PolygonShape::ComputeDistance,1,0.0005,0.076,0.076
10,operator<,1,0.0005,0.0595,0.0595
10,ILT+3915(?GetWeightb2ParticleContactQEBAMXZ),1,0.0005,0.1789,0.1789
